chr1	HAVANA	gene	89295	181719	.	-	.	gene_id "ENSG00000241860.8"; gene_type "lncRNA"; gene_name "ENSG00000241860"; level 2; tag "ncRNA_host"; tag "overlapping_locus"; tag "overlaps_pseudogene"; havana_gene "OTTHUMG00000002480.4";
chr1	HAVANA	gene	89551	91105	.	-	.	gene_id "ENSG00000239945.1"; gene_type "lncRNA"; gene_name "ENSG00000239945"; level 2; tag "overlapping_locus"; havana_gene "OTTHUMG00000001097.2";
chr1	HAVANA	gene	96638	105742	.	+	.	gene_id "ENSG00000308314.1"; gene_type "lncRNA"; gene_name "ENSG00000308314"; level 2;
chr1	HAVANA	gene	131025	134836	.	+	.	gene_id "ENSG00000233750.3"; gene_type "processed_pseudogene"; gene_name "CICP27"; level 1; hgnc_id "HGNC:48835"; tag "pseudo_consens"; havana_gene "OTTHUMG00000001257.3";
chr1	HAVANA	gene	134914	136246	.	-	.	gene_id "ENSG00000308579.1"; gene_type "lncRNA"; gene_name "ENSG00000308579"; level 2; tag "overlapping_locus"; tag "overlaps_pseudogene";
chr1	HAVANA	gene	135141	135895	.	-	.	gene_id "ENSG00000268903.1"; gene_type "transcribed_processed_pseudogene"; gene_name "ENSG00000268903"; level 2; tag "overlapping_locus"; havana_gene "OTTHUMG00000182518.2";
chr1	HAVANA	gene	137682	137965	.	-	.	gene_id "ENSG00000269981.1"; gene_type "transcribed_processed_pseudogene"; gene_name "ENSG00000269981"; level 2; tag "overlapping_locus"; havana_gene "OTTHUMG00000182738.2";
chr1	HAVANA	gene	139790	140339	.	-	.	gene_id "ENSG00000239906.1"; gene_type "lncRNA"; gene_name "ENSG00000239906"; level 2; havana_gene "OTTHUMG00000002481.1";
chr1	HAVANA	gene	146386	199861	.	-	.	gene_id "ENSG00000310528.1"; gene_type "lncRNA"; gene_name "ENSG00000310528"; level 2; tag "ncRNA_host"; tag "overlapping_locus"; tag "overlaps_pseudogene";
chr1	ENSEMBL	gene	157784	157887	.	-	.	gene_id "ENSG00000222623.1"; gene_type "snRNA"; gene_name "RNU6-1100P"; level 3; hgnc_id "HGNC:48063";
chr1	HAVANA	gene	160446	161525	.	+	.	gene_id "ENSG00000241599.1"; gene_type "lncRNA"; gene_name "ENSG00000241599"; level 2; havana_gene "OTTHUMG00000002525.1";
chr1	HAVANA	gene	180931	184937	.	+	.	gene_id "ENSG00000308415.1"; gene_type "lncRNA"; gene_name "DDX11L2"; level 2; tag "overlapping_locus"; tag "overlaps_pseudogene";
chr1	HAVANA	gene	182146	201244	.	-	.	gene_id "ENSG00000310527.1"; gene_type "lncRNA"; gene_name "WASH9P"; level 2; tag "ncRNA_host"; tag "overlapping_locus"; tag "overlaps_pseudogene";
chr1	HAVANA	gene	182696	184174	.	+	.	gene_id "ENSG00000279928.2"; gene_type "transcribed_unprocessed_pseudogene"; gene_name "DDX11L17"; level 2; hgnc_id "HGNC:55080"; tag "overlapping_locus"; havana_gene "OTTHUMG00000191962.1";
chr1	HAVANA	gene	185217	195411	.	-	.	gene_id "ENSG00000279457.4"; gene_type "transcribed_unprocessed_pseudogene"; gene_name "WASH9P"; level 2; hgnc_id "HGNC:53981"; tag "overlapping_locus"; havana_gene "OTTHUMG00000191963.1";
chr1	ENSEMBL	gene	187891	187958	.	-	.	gene_id "ENSG00000273874.1"; gene_type "miRNA"; gene_name "MIR6859-2"; level 3; hgnc_id "HGNC:49954";
chr1	HAVANA	gene	199108	199882	.	+	.	gene_id "ENSG00000308625.1"; gene_type "lncRNA"; gene_name "ENSG00000308625"; level 2;
chr1	HAVANA	gene	199948	201629	.	+	.	gene_id "ENSG00000308544.1"; gene_type "lncRNA"; gene_name "ENSG00000308544"; level 2;
chr1	HAVANA	gene	257864	359681	.	-	.	gene_id "ENSG00000292994.2"; gene_type "lncRNA"; gene_name "ENSG00000292994"; level 2; tag "overlapping_locus"; tag "overlaps_pseudogene";
chr1	HAVANA	gene	258568	259024	.	-	.	gene_id "ENSG00000228463.11"; gene_type "transcribed_processed_pseudogene"; gene_name "ENSG00000228463"; level 1; tag "pseudo_consens"; havana_gene "OTTHUMG00000002552.3";
chr1	HAVANA	gene	258696	266103	.	+	.	gene_id "ENSG00000306775.1"; gene_type "lncRNA"; gene_name "ENSG00000306775"; level 2;
chr1	HAVANA	gene	266753	284291	.	+	.	gene_id "ENSG00000286448.2"; gene_type "lncRNA"; gene_name "ENSG00000286448"; level 2; havana_gene "OTTHUMG00000194680.1";
chr1	HAVANA	gene	347982	348366	.	-	.	gene_id "ENSG00000236679.2"; gene_type "transcribed_processed_pseudogene"; gene_name "RPL23AP24"; level 1; hgnc_id "HGNC:36176"; tag "pseudo_consens"; tag "overlapping_locus"; havana_gene "OTTHUMG00000002854.4";
chr1	HAVANA	gene	356138	366052	.	+	.	gene_id "ENSG00000236601.3"; gene_type "lncRNA"; gene_name "ENSG00000236601"; level 2; havana_gene "OTTHUMG00000002855.3";
chr1	HAVANA	gene	365127	532459	.	-	.	gene_id "ENSG00000290385.2"; gene_type "lncRNA"; gene_name "ENSG00000290385"; level 2; tag "ncRNA_host"; tag "overlaps_pseudogene";
chr1	HAVANA	gene	439870	440232	.	+	.	gene_id "ENSG00000269732.1"; gene_type "processed_pseudogene"; gene_name "WBP1LP7"; level 1; hgnc_id "HGNC:43955"; tag "pseudo_consens"; havana_gene "OTTHUMG00000002859.2";
chr1	HAVANA	gene	450740	451678	.	-	.	gene_id "ENSG00000284733.2"; gene_type "protein_coding"; gene_name "OR4F29"; level 2; hgnc_id "HGNC:31275"; havana_gene "OTTHUMG00000002860.3";
chr1	HAVANA	gene	485026	485208	.	-	.	gene_id "ENSG00000237094.13"; gene_type "transcribed_unprocessed_pseudogene"; gene_name "ENSG00000237094"; level 2; havana_gene "OTTHUMG00000002857.7";
chr1	HAVANA	gene	487101	489906	.	+	.	gene_id "ENSG00000233653.3"; gene_type "transcribed_processed_pseudogene"; gene_name "CICP7"; level 1; hgnc_id "HGNC:37756"; tag "pseudo_consens"; tag "overlapping_locus"; havana_gene "OTTHUMG00000057429.3";
chr1	HAVANA	gene	491225	493241	.	-	.	gene_id "ENSG00000250575.1"; gene_type "unprocessed_pseudogene"; gene_name "ENSG00000250575"; level 2; tag "overlapping_locus"; havana_gene "OTTHUMG00000002861.2";
chr1	ENSEMBL	gene	516376	516479	.	-	.	gene_id "ENSG00000278757.1"; gene_type "snRNA"; gene_name "U6"; level 3;
chr1	HAVANA	gene	586054	633129	.	-	.	gene_id "ENSG00000293331.2"; gene_type "lncRNA"; gene_name "ENSG00000293331"; level 2; tag "ncRNA_host"; tag "overlapping_locus";
chr1	HAVANA	gene	586945	827989	.	-	.	gene_id "ENSG00000225880.7"; gene_type "lncRNA"; gene_name "LINC00115"; level 2; hgnc_id "HGNC:26211"; tag "ncRNA_host"; tag "overlapping_locus"; tag "overlaps_pseudogene"; havana_gene "OTTHUMG00000141258.2";
chr1	HAVANA	gene	587577	595116	.	+	.	gene_id "ENSG00000235146.3"; gene_type "lncRNA"; gene_name "ENSG00000235146"; level 2; havana_gene "OTTHUMG00000002329.1";
chr1	HAVANA	gene	629062	629433	.	+	.	gene_id "ENSG00000225972.1"; gene_type "unprocessed_pseudogene"; gene_name "MTND1P23"; level 2; hgnc_id "HGNC:42092"; havana_gene "OTTHUMG00000002338.1";
chr1	HAVANA	gene	629640	630683	.	+	.	gene_id "ENSG00000225630.1"; gene_type "unprocessed_pseudogene"; gene_name "MTND2P28"; level 2; hgnc_id "HGNC:42129"; havana_gene "OTTHUMG00000002336.1";
chr1	HAVANA	gene	631074	632616	.	+	.	gene_id "ENSG00000237973.1"; gene_type "unprocessed_pseudogene"; gene_name "MTCO1P12"; level 2; hgnc_id "HGNC:52014"; havana_gene "OTTHUMG00000002333.2";
chr1	ENSEMBL	gene	632325	632413	.	-	.	gene_id "ENSG00000278791.1"; gene_type "miRNA"; gene_name "ENSG00000278791"; level 3;
chr1	HAVANA	gene	632757	633438	.	+	.	gene_id "ENSG00000229344.1"; gene_type "unprocessed_pseudogene"; gene_name "MTCO2P12"; level 2; hgnc_id "HGNC:52028"; havana_gene "OTTHUMG00000002334.1";
chr1	HAVANA	gene	633535	633741	.	+	.	gene_id "ENSG00000240409.1"; gene_type "unprocessed_pseudogene"; gene_name "MTATP8P1"; level 2; hgnc_id "HGNC:44571"; tag "overlapping_locus"; havana_gene "OTTHUMG00000002473.1";
chr1	HAVANA	gene	633696	634376	.	+	.	gene_id "ENSG00000248527.1"; gene_type "unprocessed_pseudogene"; gene_name "MTATP6P1"; level 2; hgnc_id "HGNC:44575"; tag "overlapping_locus"; havana_gene "OTTHUMG00000002335.2";
chr1	HAVANA	gene	634376	634922	.	+	.	gene_id "ENSG00000198744.5"; gene_type "unprocessed_pseudogene"; gene_name "MTCO3P12"; level 2; hgnc_id "HGNC:52042"; havana_gene "OTTHUMG00000002337.2";
chr1	HAVANA	gene	674842	675265	.	+	.	gene_id "ENSG00000268663.1"; gene_type "processed_pseudogene"; gene_name "WBP1LP6"; level 1; hgnc_id "HGNC:43956"; tag "pseudo_consens"; havana_gene "OTTHUMG00000002340.3";
chr1	HAVANA	gene	685716	686654	.	-	.	gene_id "ENSG00000284662.2"; gene_type "protein_coding"; gene_name "OR4F16"; level 2; hgnc_id "HGNC:15079"; havana_gene "OTTHUMG00000002581.3";
chr1	HAVANA	gene	720024	720206	.	-	.	gene_id "ENSG00000230021.11"; gene_type "transcribed_processed_pseudogene"; gene_name "ENSG00000230021"; level 2; havana_gene "OTTHUMG00000191652.4";
chr1	HAVANA	gene	722092	724903	.	+	.	gene_id "ENSG00000229376.3"; gene_type "processed_pseudogene"; gene_name "CICP3"; level 1; hgnc_id "HGNC:37742"; tag "pseudo_consens"; havana_gene "OTTHUMG00000057431.3";
chr1	ENSEMBL	gene	758233	758336	.	-	.	gene_id "ENSG00000223181.1"; gene_type "snRNA"; gene_name "RNU6-1199P"; level 3; hgnc_id "HGNC:48162";
chr1	HAVANA	gene	760911	761989	.	+	.	gene_id "ENSG00000229905.1"; gene_type "lncRNA"; gene_name "ENSG00000229905"; level 2; havana_gene "OTTHUMG00000002408.1";
chr1	HAVANA	gene	764723	774280	.	-	.	gene_id "ENSG00000228327.6"; gene_type "transcribed_unprocessed_pseudogene"; gene_name "ENSG00000228327"; level 2; havana_gene "OTTHUMG00000002406.2";
chr1	HAVANA	gene	778739	810066	.	+	.	gene_id "ENSG00000237491.11"; gene_type "lncRNA"; gene_name "LINC01409"; level 2; hgnc_id "HGNC:50701"; havana_gene "OTTHUMG00000002404.21";
chr1	HAVANA	gene	781937	782050	.	+	.	gene_id "ENSG00000285268.1"; gene_type "transcribed_processed_pseudogene"; gene_name "ENSG00000285268"; level 2; tag "overlapping_locus"; havana_gene "OTTHUMG00000192553.1";
chr1	HAVANA	gene	805799	810161	.	-	.	gene_id "ENSG00000230092.8"; gene_type "transcribed_unprocessed_pseudogene"; gene_name "ENSG00000230092"; level 2; tag "overlapping_locus"; havana_gene "OTTHUMG00000002403.3";
chr1	HAVANA	gene	817363	819842	.	+	.	gene_id "ENSG00000177757.3"; gene_type "lncRNA"; gene_name "FAM87B"; level 2; hgnc_id "HGNC:32236"; havana_gene "OTTHUMG00000002471.2";
chr1	HAVANA	gene	825138	868835	.	+	.	gene_id "ENSG00000228794.13"; gene_type "lncRNA"; gene_name "LINC01128"; level 2; hgnc_id "HGNC:49377"; havana_gene "OTTHUMG00000196004.1";
chr1	HAVANA	gene	833098	835618	.	-	.	gene_id "ENSG00000297178.1"; gene_type "lncRNA"; gene_name "ENSG00000297178"; level 2;
chr1	HAVANA	gene	850902	852130	.	-	.	gene_id "ENSG00000297224.1"; gene_type "lncRNA"; gene_name "ENSG00000297224"; level 2;
chr1	HAVANA	gene	868052	877032	.	-	.	gene_id "ENSG00000230368.3"; gene_type "lncRNA"; gene_name "FAM41C"; level 2; hgnc_id "HGNC:27635"; havana_gene "OTTHUMG00000002469.1";
chr1	HAVANA	gene	873292	874349	.	+	.	gene_id "ENSG00000234711.1"; gene_type "unprocessed_pseudogene"; gene_name "TUBB8P11"; level 1; hgnc_id "HGNC:32337"; tag "pseudo_consens"; havana_gene "OTTHUMG00000002470.2";
chr1	HAVANA	gene	874529	877234	.	-	.	gene_id "ENSG00000283040.1"; gene_type "transcribed_unprocessed_pseudogene"; gene_name "ENSG00000283040"; level 2; havana_gene "OTTHUMG00000191520.1";
chr1	HAVANA	gene	882161	889297	.	+	.	gene_id "ENSG00000296088.1"; gene_type "lncRNA"; gene_name "ENSG00000296088"; level 2;
chr1	HAVANA	gene	904786	921034	.	+	.	gene_id "ENSG00000272438.2"; gene_type "lncRNA"; gene_name "ENSG00000272438"; level 2; tag "overlapping_locus"; havana_gene "OTTHUMG00000185550.1";
chr1	HAVANA	gene	908073	910592	.	-	.	gene_id "ENSG00000298603.1"; gene_type "lncRNA"; gene_name "ENSG00000298603"; level 2;
chr1	HAVANA	gene	916865	925614	.	-	.	gene_id "ENSG00000223764.3"; gene_type "lncRNA"; gene_name "LINC02593"; level 2; hgnc_id "HGNC:53933"; havana_gene "OTTHUMG00000040718.2";
chr1	HAVANA	gene	923923	944575	.	+	.	gene_id "ENSG00000187634.13"; gene_type "protein_coding"; gene_name "SAMD11"; level 2; hgnc_id "HGNC:28706"; havana_gene "OTTHUMG00000040719.11";
chr1	HAVANA	gene	944203	959309	.	-	.	gene_id "ENSG00000188976.11"; gene_type "protein_coding"; gene_name "NOC2L"; level 2; hgnc_id "HGNC:24517"; havana_gene "OTTHUMG00000040720.2";
chr1	HAVANA	gene	960584	965719	.	+	.	gene_id "ENSG00000187961.15"; gene_type "protein_coding"; gene_name "KLHL17"; level 2; hgnc_id "HGNC:24023"; havana_gene "OTTHUMG00000040721.8";
chr1	HAVANA	gene	966482	975865	.	+	.	gene_id "ENSG00000187583.11"; gene_type "protein_coding"; gene_name "PLEKHN1"; level 2; hgnc_id "HGNC:25284"; havana_gene "OTTHUMG00000040756.5";
chr1	HAVANA	gene	975198	982117	.	-	.	gene_id "ENSG00000187642.10"; gene_type "protein_coding"; gene_name "PERM1"; level 2; hgnc_id "HGNC:28208"; havana_gene "OTTHUMG00000040757.3";
chr1	HAVANA	gene	982505	989967	.	+	.	gene_id "ENSG00000303599.1"; gene_type "lncRNA"; gene_name "ENSG00000303599"; level 2;
chr1	HAVANA	gene	995966	998051	.	-	.	gene_id "ENSG00000272512.1"; gene_type "lncRNA"; gene_name "ENSG00000272512"; level 2; havana_gene "OTTHUMG00000185581.1";
chr1	HAVANA	gene	998962	1000172	.	-	.	gene_id "ENSG00000188290.11"; gene_type "protein_coding"; gene_name "HES4"; level 2; hgnc_id "HGNC:24149"; havana_gene "OTTHUMG00000040758.2";
chr1	HAVANA	gene	1000715	1001068	.	+	.	gene_id "ENSG00000303623.1"; gene_type "lncRNA"; gene_name "ENSG00000303623"; level 2;
chr1	HAVANA	gene	1001138	1014540	.	+	.	gene_id "ENSG00000187608.10"; gene_type "protein_coding"; gene_name "ISG15"; level 2; hgnc_id "HGNC:4053"; havana_gene "OTTHUMG00000040777.4";
chr1	HAVANA	gene	1004058	1006442	.	-	.	gene_id "ENSG00000303614.1"; gene_type "lncRNA"; gene_name "ENSG00000303614"; level 2;
chr1	HAVANA	gene	1008076	1008229	.	-	.	gene_id "ENSG00000231702.2"; gene_type "processed_pseudogene"; gene_name "ENSG00000231702"; level 2; havana_gene "OTTHUMG00000040759.3";
chr1	HAVANA	gene	1011997	1013193	.	-	.	gene_id "ENSG00000224969.1"; gene_type "lncRNA"; gene_name "ENSG00000224969"; level 1; havana_gene "OTTHUMG00000040779.1";
chr1	HAVANA	gene	1020120	1056119	.	+	.	gene_id "ENSG00000188157.16"; gene_type "protein_coding"; gene_name "AGRN"; level 2; hgnc_id "HGNC:329"; tag "overlapping_locus"; havana_gene "OTTHUMG00000040778.7";
chr1	HAVANA	gene	1055033	1056116	.	+	.	gene_id "ENSG00000242590.1"; gene_type "lncRNA"; gene_name "ENSG00000242590"; level 2; tag "overlapping_locus"; havana_gene "OTTHUMG00000040780.1";
chr1	HAVANA	gene	1058461	1066464	.	+	.	gene_id "ENSG00000291156.2"; gene_type "lncRNA"; gene_name "ENSG00000291156"; level 2; tag "overlaps_pseudogene";
chr1	HAVANA	gene	1061267	1064278	.	-	.	gene_id "ENSG00000273443.2"; gene_type "lncRNA"; gene_name "ENSG00000273443"; level 2; havana_gene "OTTHUMG00000186253.1";
chr1	HAVANA	gene	1063079	1069355	.	+	.	gene_id "ENSG00000217801.13"; gene_type "transcribed_unprocessed_pseudogene"; gene_name "ENSG00000217801"; level 2; havana_gene "OTTHUMG00000000629.5";
chr1	HAVANA	gene	1065634	1069347	.	-	.	gene_id "ENSG00000304119.1"; gene_type "lncRNA"; gene_name "ENSG00000304119"; level 2;
chr1	HAVANA	gene	1069213	1072933	.	+	.	gene_id "ENSG00000304169.1"; gene_type "lncRNA"; gene_name "ENSG00000304169"; level 2;
chr1	HAVANA	gene	1070967	1074306	.	-	.	gene_id "ENSG00000237330.3"; gene_type "protein_coding"; gene_name "RNF223"; level 2; hgnc_id "HGNC:40020"; havana_gene "OTTHUMG00000185582.2";
chr1	HAVANA	gene	1081818	1116361	.	-	.	gene_id "ENSG00000131591.18"; gene_type "protein_coding"; gene_name "C1orf159"; level 2; hgnc_id "HGNC:26062"; havana_gene "OTTHUMG00000000745.9";
chr1	HAVANA	gene	1097585	1104598	.	+	.	gene_id "ENSG00000285812.1"; gene_type "lncRNA"; gene_name "ENSG00000285812"; level 2; havana_gene "OTTHUMG00000193099.1";
chr1	HAVANA	gene	1126312	1129023	.	-	.	gene_id "ENSG00000299943.1"; gene_type "lncRNA"; gene_name "ENSG00000299943"; level 2;
chr1	HAVANA	gene	1137017	1144056	.	+	.	gene_id "ENSG00000223823.1"; gene_type "lncRNA"; gene_name "LINC01342"; level 2; hgnc_id "HGNC:50551"; havana_gene "OTTHUMG00000000827.1";
chr1	HAVANA	gene	1157405	1158254	.	-	.	gene_id "ENSG00000304965.1"; gene_type "lncRNA"; gene_name "ENSG00000304965"; level 2;
chr1	ENSEMBL	gene	1167104	1167198	.	+	.	gene_id "ENSG00000207730.3"; gene_type "miRNA"; gene_name "MIR200B"; level 3; hgnc_id "HGNC:31579";
chr1	ENSEMBL	gene	1167863	1167952	.	+	.	gene_id "ENSG00000207607.3"; gene_type "miRNA"; gene_name "MIR200A"; level 3; hgnc_id "HGNC:31578";
chr1	ENSEMBL	gene	1169005	1169087	.	+	.	gene_id "ENSG00000198976.1"; gene_type "miRNA"; gene_name "MIR429"; level 3; hgnc_id "HGNC:13784";
chr1	HAVANA	gene	1169357	1170343	.	+	.	gene_id "ENSG00000272141.1"; gene_type "lncRNA"; gene_name "ENSG00000272141"; level 2; havana_gene "OTTHUMG00000185583.1";
chr1	HAVANA	gene	1173056	1179555	.	-	.	gene_id "ENSG00000205231.1"; gene_type "lncRNA"; gene_name "TTLL10-AS1"; level 2; hgnc_id "HGNC:41159"; havana_gene "OTTHUMG00000000850.1";
chr1	HAVANA	gene	1173880	1197936	.	+	.	gene_id "ENSG00000162571.14"; gene_type "protein_coding"; gene_name "TTLL10"; level 2; hgnc_id "HGNC:26693"; havana_gene "OTTHUMG00000000851.6";
chr1	HAVANA	gene	1203508	1206592	.	-	.	gene_id "ENSG00000186891.14"; gene_type "protein_coding"; gene_name "TNFRSF18"; level 2; hgnc_id "HGNC:11914"; havana_gene "OTTHUMG00000001414.5";
chr1	HAVANA	gene	1211326	1214153	.	-	.	gene_id "ENSG00000186827.12"; gene_type "protein_coding"; gene_name "TNFRSF4"; level 2; hgnc_id "HGNC:11918"; havana_gene "OTTHUMG00000001415.5";
chr1	HAVANA	gene	1216931	1232031	.	-	.	gene_id "ENSG00000078808.20"; gene_type "protein_coding"; gene_name "SDF4"; level 2; hgnc_id "HGNC:24188"; havana_gene "OTTHUMG00000001812.7";
chr1	HAVANA	gene	1232237	1235041	.	+	.	gene_id "ENSG00000176022.7"; gene_type "protein_coding"; gene_name "B3GALT6"; level 2; hgnc_id "HGNC:17978"; tag "retrogene"; havana_gene "OTTHUMG00000001813.3";
chr1	HAVANA	gene	1242446	1246722	.	-	.	gene_id "ENSG00000184163.3"; gene_type "protein_coding"; gene_name "C1QTNF12"; level 2; hgnc_id "HGNC:32308"; havana_gene "OTTHUMG00000001412.6";
chr1	HAVANA	gene	1249777	1251334	.	-	.	gene_id "ENSG00000260179.1"; gene_type "lncRNA"; gene_name "ENSG00000260179"; level 2; havana_gene "OTTHUMG00000175732.1";
chr1	HAVANA	gene	1253909	1273864	.	-	.	gene_id "ENSG00000160087.21"; gene_type "protein_coding"; gene_name "UBE2J2"; level 2; hgnc_id "HGNC:19268"; havana_gene "OTTHUMG00000001911.9";
chr1	HAVANA	gene	1274033	1280420	.	+	.	gene_id "ENSG00000230415.2"; gene_type "lncRNA"; gene_name "LINC01786"; level 2; hgnc_id "HGNC:52575"; havana_gene "OTTHUMG00000002234.2";
chr1	HAVANA	gene	1280436	1292029	.	+	.	gene_id "ENSG00000162572.21"; gene_type "protein_coding"; gene_name "SCNN1D"; level 2; hgnc_id "HGNC:10601"; havana_gene "OTTHUMG00000002081.8";
chr1	HAVANA	gene	1292390	1309609	.	-	.	gene_id "ENSG00000131584.19"; gene_type "protein_coding"; gene_name "ACAP3"; level 2; hgnc_id "HGNC:16754"; tag "ncRNA_host"; havana_gene "OTTHUMG00000002235.5";
chr1	ENSEMBL	gene	1296110	1296170	.	-	.	gene_id "ENSG00000278073.1"; gene_type "miRNA"; gene_name "MIR6726"; level 3; hgnc_id "HGNC:50009";
chr1	HAVANA	gene	1308597	1311677	.	+	.	gene_id "ENSG00000169972.13"; gene_type "protein_coding"; gene_name "PUSL1"; level 2; hgnc_id "HGNC:26914"; havana_gene "OTTHUMG00000003361.4";
chr1	HAVANA	gene	1311585	1324687	.	-	.	gene_id "ENSG00000127054.22"; gene_type "protein_coding"; gene_name "INTS11"; level 1; hgnc_id "HGNC:26052"; tag "ncRNA_host"; tag "overlapping_locus"; havana_gene "OTTHUMG00000003330.13";
chr1	ENSEMBL	gene	1312502	1312566	.	-	.	gene_id "ENSG00000283712.1"; gene_type "miRNA"; gene_name "MIR6727"; level 3; hgnc_id "HGNC:50171";
chr1	HAVANA	gene	1317581	1318689	.	-	.	gene_id "ENSG00000240731.1"; gene_type "lncRNA"; gene_name "ENSG00000240731"; level 2; tag "overlapping_locus"; havana_gene "OTTHUMG00000003331.1";
chr1	HAVANA	gene	1324756	1328896	.	+	.	gene_id "ENSG00000224051.7"; gene_type "protein_coding"; gene_name "CPTP"; level 2; hgnc_id "HGNC:28116"; havana_gene "OTTHUMG00000003171.4";
chr1	HAVANA	gene	1331280	1335314	.	+	.	gene_id "ENSG00000169962.5"; gene_type "protein_coding"; gene_name "TAS1R3"; level 2; hgnc_id "HGNC:15661"; havana_gene "OTTHUMG00000003071.2";
chr1	HAVANA	gene	1335276	1349418	.	-	.	gene_id "ENSG00000107404.21"; gene_type "protein_coding"; gene_name "DVL1"; level 2; hgnc_id "HGNC:3084"; tag "ncRNA_host"; havana_gene "OTTHUMG00000003069.5";
chr1	ENSEMBL	gene	1339650	1339708	.	-	.	gene_id "ENSG00000284372.1"; gene_type "miRNA"; gene_name "MIR6808"; level 3; hgnc_id "HGNC:50046";
chr1	HAVANA	gene	1348183	1362350	.	+	.	gene_id "ENSG00000304860.1"; gene_type "lncRNA"; gene_name "ENSG00000304860"; level 2;
chr1	HAVANA	gene	1352689	1361777	.	-	.	gene_id "ENSG00000162576.17"; gene_type "protein_coding"; gene_name "MXRA8"; level 2; hgnc_id "HGNC:7542"; havana_gene "OTTHUMG00000002973.5";
chr1	HAVANA	gene	1373730	1375207	.	-	.	gene_id "ENSG00000175756.14"; gene_type "protein_coding"; gene_name "AURKAIP1"; level 2; hgnc_id "HGNC:24114"; havana_gene "OTTHUMG00000001413.3";
chr1	HAVANA	gene	1378666	1379032	.	+	.	gene_id "ENSG00000223663.2"; gene_type "processed_pseudogene"; gene_name "NDUFB4P8"; level 1; hgnc_id "HGNC:45256"; tag "pseudo_consens"; havana_gene "OTTHUMG00000002972.2";
chr1	HAVANA	gene	1385711	1399335	.	-	.	gene_id "ENSG00000221978.13"; gene_type "protein_coding"; gene_name "CCNL2"; level 2; hgnc_id "HGNC:20570"; havana_gene "OTTHUMG00000002917.7";
chr1	HAVANA	gene	1399476	1402054	.	+	.	gene_id "ENSG00000224870.10"; gene_type "lncRNA"; gene_name "MRPL20-AS1"; level 2; hgnc_id "HGNC:27125"; havana_gene "OTTHUMG00000002908.6";
chr1	HAVANA	gene	1401909	1407293	.	-	.	gene_id "ENSG00000242485.6"; gene_type "protein_coding"; gene_name "MRPL20"; level 1; hgnc_id "HGNC:14478"; tag "ncRNA_host"; havana_gene "OTTHUMG00000002916.4";
